notes,code,observer,survey,depth,year,month,day,exceldate,site,transect,fixed transect,TransectMatchCode,sand,pavement,dead_coral,apalmrub,acervrub,porrub,madrub,rubble,fila_macro,dictyota,crustose,redfilalg,halimeda,Lobophora,flesh-macro,lizalgae,sp_encrust,orsponge,sp_erect,tubesponge,lizsponge,bransoft,feathsoft,sea_fan,encsoft,fire_coral,acpa,acce,poas,poco,popo,pofu,Monliz,moan,maca,agag,agsp,Agliz,decy,sisp,fafr,disp,dila,meme,cona,issi,eufa,mysp,muan,masp,dsto,hecu,maar,stin,scsp,ocul,clar,sosp,anemcolon,anemsol,Zoanthids,correl,urchin,tubeworm,oyster,hydrozoan,crinoid,other,diadema_count,% COVER TO THE RIGHT OF HERE,TOTAL#pts.,livecoral_all_cover,deadcoral_cover,acpa_cover,acce_cover,poas_cover,poco_cover,popo_cover,moan_cover,maca_cover,sand_cover,pavement_cover,sponge_all_cover,bransoft_cover,feathsoft_cover,fansoft_cover,rubble,algae_all_cover,fila_macro_cover,flesh_macro_cover,crustose_cover,montast_all_cover,decy_cover,sisp_cover,fafr_cover,disp_cover,meme_cover,cona_cover,issi_cover,eufa_cover,mysp_cover,muan_cover,masp_cover,dsto_cover,lesp_cover,maar_cover,stin_cover,scsp_cover,ocul_cover,clar_cover,sosp_cover,Anemcolon_cover,Anemsol_cover,Zoanthids_cover,agag_cover,Agsp_cover,Pofu_cover,po_branch_cover,po_massive_cover,erect_soft_cover,enc_soft_cover,fire_coral_cover,sponge_erect_cover,sponge_encrusting_cover
,,EK,main,30 ,2012 ,july,18,18/07,crab,2 ,n,main-30-2012-july-18-crab-2,9 ,0 ,2 ,0 ,0 ,0 ,0 ,32 ,27 ,19 ,2 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,2 ,0 ,8 ,5 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,3 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,,120 ,8.33,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.83,7.50,0.00,3.33,6.67,4.17,0.83,26.67,40.00,22.50,15.83,1.67,0.83,2.50,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.00,0.83,0.00,0.00,0.00,11.67,0.00,0 ,9.722222222 ,1.666666667 
,,LO,main,30 ,2012 ,july,18,18/07,crab,2 ,n,main-30-2012-july-18-crab-2,18 ,2 ,0 ,0 ,0 ,0 ,0 ,10 ,14 ,8 ,3 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,5 ,0 ,31 ,18 ,3 ,0 ,2 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,3 ,1 ,1 ,2 ,0 ,0 ,4 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,132 ,11.36,0.00,0.00,0.00,1.52,0.00,0.00,2.27,0.76,13.64,1.52,6.06,23.48,13.64,2.27,7.58,18.94,10.61,6.06,2.27,3.03,0.00,3.03,0.00,0.76,0.00,0.00,0.00,0.00,0.00,0.00,0.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.76,1.52,0.00,0.00,1.52,39.39,0.00,1.515151515 ,29.84389348 ,2.272727273 
,,LO,main,30 ,2012 ,july,18,18/07,crab,4 ,y,main-30-2012-july-18-crab-4,10 ,9 ,0 ,0 ,0 ,0 ,0 ,9 ,7 ,5 ,7 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,3 ,0 ,34 ,23 ,0 ,2 ,3 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,7 ,1 ,1 ,2 ,0 ,0 ,2 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,137 ,11.68,0.00,0.00,0.00,0.73,0.00,0.00,5.11,0.73,7.30,6.57,3.65,24.82,16.79,0.00,6.57,13.87,5.11,3.65,5.11,5.84,0.00,1.46,0.00,0.73,0.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.11,0.73,1.46,0.00,0.00,0.73,41.61,1.46,2.189781022 ,30.36922585 ,1.459854015 
,,LO,main,30 ,2012 ,july,18,18/07,crab,4 ,y,main-30-2012-july-18-crab-4,8 ,12 ,7 ,0 ,0 ,0 ,0 ,16 ,15 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,31 ,10 ,3 ,2 ,2 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,7 ,1 ,0 ,2 ,0 ,2 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,133 ,14.29,5.26,0.00,0.75,0.75,0.00,0.00,5.26,0.75,6.02,9.02,1.50,23.31,7.52,2.26,12.03,14.29,11.28,1.50,1.50,6.02,1.50,2.26,0.00,0.00,0.00,0.00,0.00,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.00,0.00,0.00,0.00,0.00,0.00,1.50,0.00,1.50,0.00,0.00,0.75,33.08,1.50,1.503759398 ,24.87421561 ,0 
,,EK,main,30 ,2012 ,july,21,21/07,grand,2 ,n,main-30-2012-july-21-grand-2,6 ,16 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,13 ,2 ,17 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,4 ,0 ,10 ,5 ,2 ,4 ,4 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,2 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,19 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,,123 ,13.01,0.00,0.00,0.00,0.81,0.00,0.00,0.00,7.32,4.88,13.01,6.50,8.13,4.07,1.63,0.00,26.02,13.82,10.57,1.63,7.32,0.00,3.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.45,0.00,1.63,0.00,0.00,0.81,13.82,3.25,3.25203252 ,11.23669773 ,3.25203252 
,,LO,main,30 ,2012 ,july,21,21/07,grand,2 ,n,main-30-2012-july-21-grand-2,0 ,9 ,0 ,0 ,0 ,0 ,0 ,0 ,18 ,9 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,32 ,26 ,3 ,3 ,3 ,0 ,0 ,5 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,141 ,12.77,0.00,0.00,0.00,3.55,0.00,0.00,0.00,6.38,0.00,6.38,2.13,22.70,18.44,2.13,0.00,21.99,12.77,6.38,2.84,6.38,0.00,2.13,0.00,0.00,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.22,0.00,0.00,0.00,0.00,3.55,43.26,2.13,2.127659574 ,30.68256124 ,0 
,,EK,main,30 ,2012 ,july,21,21/07,grand,4 ,n,main-30-2012-july-21-grand-4,5 ,15 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,35 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,2 ,0 ,13 ,3 ,1 ,4 ,1 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,3 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,15 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,2 ,,122 ,7.38,0.00,0.00,1.64,0.82,0.00,0.00,0.00,1.64,4.10,12.30,4.10,10.66,2.46,0.82,0.00,40.16,28.69,11.48,0.00,1.64,0.00,2.46,0.00,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.30,0.00,0.00,0.00,0.00,0.82,13.93,3.28,0.819672131 ,11.42166084 ,2.459016393 
,,LO,main,30 ,2012 ,july,21,21/07,grand,4 ,n,main-30-2012-july-21-grand-4,5 ,11 ,0 ,0 ,0 ,0 ,0 ,0 ,30 ,7 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,3 ,0 ,47 ,7 ,3 ,4 ,1 ,0 ,2 ,3 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,3 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,146 ,9.59,0.00,0.00,1.37,2.05,0.00,0.00,0.68,0.68,3.42,7.53,4.11,32.19,4.79,2.05,0.00,26.03,20.55,4.79,0.68,1.37,0.00,2.05,0.00,2.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.85,0.00,0.00,0.00,0.00,2.05,39.04,2.74,0.684931507 ,26.74047664 ,2.054794521 
,,EK,main,30 ,2012 ,july,21,21/07,grand,1 ,y,main-30-2012-july-21-grand-1,2 ,21 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,16 ,2 ,15 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,6 ,0 ,11 ,6 ,2 ,5 ,1 ,0 ,0 ,4 ,0 ,0 ,1 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,19 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,,124 ,11.29,0.00,0.00,0.00,3.23,0.00,0.81,0.00,3.23,1.61,16.94,7.26,8.87,4.84,1.61,0.00,26.61,12.10,12.90,1.61,3.23,0.00,3.23,0.00,0.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.32,0.00,0.00,0.81,1.61,3.23,15.32,4.03,0.806451613 ,12.35691988 ,2.419354839 
,,LO,main,30 ,2012 ,july,21,21/07,grand,1 ,y,main-30-2012-july-21-grand-1,4 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,16 ,19 ,2 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,3 ,0 ,33 ,21 ,4 ,3 ,2 ,0 ,0 ,5 ,0 ,1 ,0 ,0 ,0 ,7 ,0 ,0 ,0 ,0 ,3 ,0 ,1 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,147 ,12.93,0.00,0.00,0.00,3.40,0.00,0.68,0.00,4.76,2.72,4.76,3.40,22.45,14.29,2.72,0.00,25.17,10.88,12.93,1.36,4.76,0.00,2.04,0.00,2.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.16,0.00,0.00,0.00,0.68,3.40,39.46,2.04,1.360544218 ,26.84066824 ,1.360544218 
,,EK,main,30 ,2012 ,july,19,19/07,iguana,1 ,n,main-30-2012-july-19-iguana-1,2 ,0 ,6 ,0 ,0 ,0 ,0 ,8 ,16 ,6 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,5 ,5 ,1 ,4 ,4 ,0 ,9 ,5 ,1 ,6 ,2 ,0 ,7 ,4 ,0 ,1 ,0 ,3 ,8 ,0 ,1 ,1 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,,119 ,43.70,5.04,0.00,7.56,5.04,0.84,6.72,5.88,3.36,1.68,0.00,4.20,4.20,4.20,0.84,6.72,21.01,13.45,5.04,2.52,9.24,2.52,6.72,0.00,1.68,0.00,3.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.68,0.00,0.84,1.68,8.40,5.88,9.24,3.36,3.361344538 ,7.767813008 ,0 
,,LO,main,30 ,2012 ,july,19,19/07,iguana,1 ,n,main-30-2012-july-19-iguana-1,0 ,0 ,5 ,0 ,0 ,0 ,0 ,6 ,13 ,13 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,26 ,12 ,4 ,1 ,4 ,0 ,13 ,3 ,0 ,10 ,3 ,0 ,9 ,4 ,1 ,3 ,0 ,4 ,3 ,0 ,0 ,1 ,0 ,5 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,150 ,40.00,3.33,0.00,8.67,2.00,0.00,8.67,6.00,2.67,0.00,0.00,4.00,17.33,8.00,2.67,4.00,17.33,8.67,8.67,0.00,8.67,2.67,2.00,0.00,0.67,0.00,3.33,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,2.00,2.00,10.67,2.00,28.00,0.67,2.666666667 ,18.66666667 ,0 
,,LO,main,30 ,2012 ,july,19,19/07,iguana,2 ,n,main-30-2012-july-19-iguana-2,0 ,2 ,5 ,0 ,0 ,0 ,0 ,6 ,4 ,13 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,3 ,0 ,25 ,15 ,16 ,2 ,3 ,0 ,0 ,2 ,1 ,9 ,7 ,0 ,12 ,7 ,1 ,2 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,142 ,33.10,3.52,0.00,0.00,2.11,0.70,11.27,8.45,4.93,0.00,1.41,2.82,17.61,10.56,11.27,4.23,11.97,2.82,9.15,0.00,13.38,0.00,2.11,0.00,0.00,0.00,0.70,0.00,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.70,1.41,4.93,16.20,2.82,39.44,1.41,2.112676056 ,27.77226741 ,0.704225352 
,,EK,main,30 ,2012 ,july,19,19/07,iguana,4 ,n,main-30-2012-july-19-iguana-4,2 ,0 ,1 ,0 ,0 ,0 ,0 ,3 ,8 ,13 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,8 ,4 ,3 ,6 ,5 ,0 ,0 ,4 ,1 ,0 ,2 ,0 ,10 ,6 ,0 ,8 ,0 ,0 ,4 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,119 ,34.45,0.84,0.00,0.00,4.20,0.84,1.68,8.40,5.04,1.68,0.00,8.40,6.72,3.36,2.52,2.52,21.85,6.72,10.92,4.20,13.45,0.00,3.36,0.00,2.52,1.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.84,0.00,0.00,0.00,0.00,0.00,0.00,8.40,0.00,6.72,1.68,3.36,5.04,12.61,5.04,4.201680672 ,10.59247228 ,0 
,,LO,main,30 ,2012 ,july,19,19/07,iguana,4 ,n,main-30-2012-july-19-iguana-4,0 ,1 ,1 ,0 ,0 ,0 ,0 ,4 ,15 ,13 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,3 ,0 ,38 ,10 ,5 ,2 ,13 ,0 ,0 ,5 ,0 ,1 ,2 ,0 ,5 ,8 ,3 ,3 ,0 ,0 ,4 ,0 ,0 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,151 ,25.17,0.66,0.00,0.00,3.31,0.00,1.99,3.31,5.30,0.00,0.66,3.31,25.17,6.62,3.31,2.65,18.54,9.93,8.61,0.00,8.61,0.00,2.65,0.00,1.99,1.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00,3.97,1.99,1.99,1.32,3.31,3.31,35.10,1.32,8.609271523 ,23.24459454 ,1.324503311 
,,EK,main,30 ,2012 ,july,19,19/07,iguana,2 ,y,main-30-2012-july-19-iguana-2,2 ,1 ,2 ,0 ,0 ,0 ,0 ,10 ,11 ,12 ,8 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,9 ,2 ,6 ,2 ,0 ,0 ,0 ,1 ,11 ,2 ,7 ,0 ,15 ,7 ,0 ,1 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,,118 ,39.83,1.69,0.00,0.00,10.17,9.32,7.63,12.71,5.93,1.69,0.85,5.08,7.63,1.69,5.08,8.47,26.27,9.32,10.17,6.78,18.64,0.00,1.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.85,5.93,13.56,19.49,14.41,1.69,0 ,12.20913531 ,0 
,,EK,main,30 ,2012 ,july,19,19/07,monkey,1 ,n,main-30-2012-july-19-monkey-1,8 ,8 ,0 ,0 ,0 ,0 ,0 ,9 ,21 ,18 ,0 ,0 ,0 ,0 ,0 ,0 ,16 ,0 ,2 ,15 ,0 ,14 ,1 ,2 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,1 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,122 ,4.10,0.00,0.00,0.00,0.00,0.00,0.00,0.82,0.82,6.56,6.56,27.05,11.48,0.82,1.64,7.38,31.97,17.21,14.75,0.00,1.64,0.00,0.82,0.00,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.82,0.00,0.00,0.00,13.93,1.64,0.819672131 ,11.42166084 ,13.1147541 
,,LO,main,30 ,2012 ,july,19,19/07,monkey,1 ,n,main-30-2012-july-19-monkey-1,7 ,4 ,0 ,0 ,0 ,0 ,0 ,4 ,26 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,6 ,0 ,42 ,24 ,11 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,147 ,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,2.72,8.16,28.57,16.33,7.48,2.72,21.09,17.69,3.40,0.00,0.00,0.00,3.40,0.00,0.00,0.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.38,3.40,0 ,35.63330094 ,4.081632653 
,,EK,main,30 ,2012 ,july,19,19/07,monkey,2 ,n,main-30-2012-july-19-monkey-2,8 ,2 ,0 ,0 ,0 ,0 ,0 ,12 ,22 ,9 ,0 ,0 ,0 ,0 ,0 ,0 ,15 ,0 ,0 ,24 ,0 ,14 ,6 ,0 ,4 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,121 ,4.13,0.00,0.00,0.00,0.83,0.00,0.00,0.00,0.00,6.61,1.65,32.23,11.57,4.96,0.00,9.92,25.62,18.18,7.44,0.00,0.00,0.00,2.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.00,0.00,0.83,16.53,3.31,0 ,13.66026911 ,12.39669421 
,,LO,main,30 ,2012 ,july,19,19/07,monkey,2 ,n,main-30-2012-july-19-monkey-2,8 ,14 ,0 ,0 ,0 ,0 ,0 ,10 ,13 ,16 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,17 ,0 ,30 ,20 ,3 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,1 ,1 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,145 ,6.21,0.00,0.00,0.00,0.00,0.00,0.00,1.38,0.69,5.52,9.66,13.10,20.69,13.79,2.07,6.90,20.00,8.97,11.03,0.00,2.07,0.00,2.07,0.00,0.00,1.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.69,0.00,0.00,0.00,0.00,36.55,1.38,0.689655172 ,25.20808561 ,0.689655172 
,,LO,main,30 ,2012 ,july,19,19/07,monkey,4 ,n,main-30-2012-july-19-monkey-4,10 ,11 ,0 ,0 ,0 ,0 ,0 ,5 ,15 ,17 ,0 ,0 ,0 ,0 ,0 ,0 ,15 ,0 ,2 ,10 ,0 ,32 ,5 ,6 ,3 ,0 ,0 ,0 ,1 ,0 ,2 ,0 ,0 ,2 ,2 ,1 ,0 ,0 ,0 ,5 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,145 ,9.66,0.00,0.00,0.00,0.69,0.00,1.38,1.38,1.38,6.90,7.59,18.62,22.07,3.45,4.14,3.45,22.07,10.34,11.72,0.00,2.76,0.00,3.45,0.00,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.69,0.00,0.00,1.38,0.69,29.66,2.07,0 ,20.45184304 ,10.34482759 
,,EK,main,30 ,2012 ,july,19,19/07,monkey,4 ,y,main-30-2012-july-19-monkey-4,5 ,5 ,0 ,0 ,0 ,0 ,0 ,7 ,27 ,12 ,2 ,0 ,0 ,0 ,0 ,0 ,15 ,0 ,0 ,15 ,0 ,12 ,4 ,4 ,5 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,4 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,122 ,5.74,0.00,0.00,0.00,0.82,0.00,0.00,0.00,0.00,4.10,4.10,24.59,9.84,3.28,3.28,5.74,33.61,22.13,9.84,1.64,0.00,0.00,3.28,0.00,0.00,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.82,0.00,0.82,0.00,0.00,0.82,16.39,4.10,0.819672131 ,13.43724805 ,12.29508197 
,,EK,main,30 ,2012 ,july,18,18/07,muskN,2 ,n,main-30-2012-july-18-muskN-2,7 ,3 ,0 ,0 ,0 ,0 ,0 ,29 ,21 ,13 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,7 ,0 ,7 ,7 ,1 ,1 ,1 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,6 ,2 ,0 ,0 ,0 ,4 ,3 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,119 ,15.97,0.00,0.00,0.00,1.68,0.00,0.00,5.04,1.68,5.88,2.52,7.56,5.88,5.88,0.84,24.37,29.41,17.65,10.92,0.84,6.72,3.36,2.52,0.00,0.00,0.00,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.68,12.61,0.84,0.840336134 ,10.59247228 ,1.680672269 
,,LO,main,30 ,2012 ,july,18,18/07,muskN,2 ,n,main-30-2012-july-18-muskN-2,3 ,6 ,0 ,0 ,0 ,0 ,0 ,14 ,27 ,10 ,2 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,6 ,0 ,25 ,7 ,0 ,0 ,2 ,0 ,0 ,5 ,0 ,0 ,0 ,0 ,3 ,4 ,0 ,0 ,0 ,6 ,2 ,0 ,1 ,2 ,1 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,132 ,21.21,0.00,0.00,0.00,3.79,0.00,0.00,2.27,3.03,2.27,4.55,6.06,18.94,5.30,0.00,10.61,29.55,20.45,7.58,1.52,5.30,4.55,1.52,0.00,2.27,0.76,0.76,0.00,0.76,0.00,0.00,0.00,0.00,0.00,0.00,1.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.79,24.24,0.00,1.515151515 ,18.36547291 ,1.515151515 
